Table 1,ANZSOC Division,Year Month,Victimisations, Month Year,ANZSOC Group,ANZSOC Subdivision,Area Unit,Location Type,Locn Type Division,Meshblock,Number of Records,Occurrence Day Of Week,Occurrence Hour Of Day,Territorial Authority,Weapon,Year Month (copy 2)
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Auckland Central East.,.,Community Location,437101,1,Monday,7,Auckland.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Windy Ridge.,.,Community Location,188800,1,Monday,7,Auckland.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Halfway Bush.,.,Community Location,2888300,1,Monday,7,Dunedin City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Wallaceville.,.,Community Location,1892800,1,Monday,7,Upper Hutt City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Te Awamutu South.,.,Community Location,974702,1,Monday,7,Waipa District.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Glen Avon.,.,Community Location,1558900,1,Monday,7,New Plymouth District.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Matangi.,.,Community Location,956100,1,Monday,7,Waikato District.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Mascot.,.,Community Location,737500,1,Monday,8,Auckland.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Three Kings.,.,Community Location,561000,1,Monday,8,Auckland.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Silverdale.,.,Community Location,885502,1,Monday,8,Hamilton City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,Theft of other vehicles,Other Theft,Willis Street-Cambridge Terrace.,.,Community Location,2134900,1,Monday,8,Wellington City.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Fairdene.,.,Community Location,232205,1,Monday,8,Auckland.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Moanataiari.,.,Community Location,1051100,1,Monday,8,Thames-Coromandel District.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Karaka Bay-Worser Bay.,.,Community Location,2209400,1,Monday,8,Wellington City.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Epsom Central.,.,Community Location,445300,1,Monday,8,Auckland.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Rawhiti.,.,Community Location,2561302,1,Monday,8,Christchurch City.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Strowan.,.,Community Location,2673100,1,Monday,8,Christchurch City.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Hamilton Lake.,.,Community Location,932400,1,Monday,8,Hamilton City.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Nelson Park.,.,Community Location,1429000,1,Monday,8,Napier City.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Te Puke East.,.,Community Location,1215100,1,Monday,8,Western Bay of Plenty District.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Manurewa Central.,.,Community Location,751000,1,Monday,9,Auckland.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Papakura Central.,.,Community Location,792000,1,Monday,9,Auckland.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Ravensbourne.,.,Community Location,2879300,1,Monday,9,Dunedin City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Lambton.,.,Community Location,2125800,1,Monday,9,Wellington City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,Theft of other vehicles,Other Theft,Manukau Central.,.,Community Location,780209,1,Monday,9,Auckland.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Avon Loop.,.,Community Location,2655800,1,Monday,9,Christchurch City.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Shirley East.,.,Community Location,2598900,1,Monday,9,Christchurch City.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Doncaster.,.,Community Location,1206830,1,Monday,9,Tauranga City.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Rangiora North.,.,Community Location,2444002,1,Monday,9,Waimakariri District.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Hamilton Central.,.,Community Location,912100,1,Monday,9,Hamilton City.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Gate Pa.,.,Community Location,1171500,1,Monday,9,Tauranga City.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Te Awamutu East.,.,Community Location,968400,1,Monday,9,Waipa District.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Newtown West.,.,Community Location,2163500,1,Monday,9,Wellington City.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,Theft of other vehicles,Other Theft,Hobsonville East.,.,Community Location,221907,1,Monday,10,Auckland.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,Theft of other vehicles,Other Theft,Washington.,.,Community Location,2327607,1,Monday,10,Nelson City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Wainoni.,.,Community Location,2569800,1,Monday,10,Christchurch City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Yaldhurst.,.,Community Location,2494000,1,Monday,10,Christchurch City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Omanu.,.,Community Location,1204300,1,Monday,10,Tauranga City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Hagley Park.,.,Community Location,2677400,1,Monday,10,Christchurch City.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Woolston West.,.,Community Location,2591800,1,Monday,10,Christchurch City.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Frankton.,.,Community Location,3038305,1,Monday,10,Queenstown-Lakes District.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Woodend.,.,Community Location,2447608,1,Monday,10,Waimakariri District.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Oamaru South.,.,Community Location,2838100,1,Monday,10,Waitaki District.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Newtown West.,.,Community Location,2163500,1,Monday,10,Wellington City.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Tawa Central.,.,Community Location,1992400,1,Monday,10,Wellington City.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Baverstock Oaks.,.,Community Location,712121,1,Monday,10,Auckland.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Mt St John.,.,Community Location,615900,1,Monday,10,Auckland.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Chedworth.,.,Community Location,877800,1,Monday,10,Hamilton City.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Mangawhai.,.,Community Location,133801,1,Monday,10,Kaipara District.,Not Applicable,December 2024
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,Theft of other vehicles,Other Theft,Mt Wellington South.,.,Community Location,637900,1,Monday,11,Auckland.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Auckland Harbourside.,.,Community Location,432400,1,Monday,11,Auckland.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Balmoral.,.,Community Location,547800,1,Monday,11,Auckland.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Dairy Flat-Redvale.,.,Community Location,175907,1,Monday,11,Auckland.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Aorangi.,.,Community Location,2670000,1,Monday,11,Christchurch City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Clarkin.,.,Community Location,870300,1,Monday,11,Hamilton City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Sylvester.,.,Community Location,951708,1,Monday,11,Hamilton City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Otakaro Park.,.,Community Location,3106000,1,Monday,11,Invercargill City.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Waikanae Beach.,.,Community Location,1874703,1,Monday,11,Kapiti Coast District.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,November 2023,1,November 2023,"Theft, nec",Other Theft,Eyrewell.,.,Community Location,2457502,1,Monday,11,Waimakariri District.,Not Applicable,November 2023
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,Theft of other vehicles,Other Theft,Ashburton Central East.,.,Community Location,2729500,1,Monday,11,Ashburton District.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,Theft of other vehicles,Other Theft,Auckland Harbourside.,.,Community Location,438209,1,Monday,11,Auckland.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Auckland Central East.,.,Community Location,438404,1,Monday,11,Auckland.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Manurewa Central.,.,Community Location,751600,1,Monday,11,Auckland.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Onehunga South East.,.,Community Location,601700,1,Monday,11,Auckland.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Ahipara.,.,Community Location,10102,1,Monday,11,Far North District.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Gisborne Central.,.,Community Location,1371700,1,Monday,11,Gisborne District.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Hamilton Central.,.,Community Location,911000,1,Monday,11,Hamilton City.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Hamilton Lake.,.,Community Location,930102,1,Monday,11,Hamilton City.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,April 2024,1,April 2024,"Theft, nec",Other Theft,Balgownie.,.,Community Location,1716300,1,Monday,11,Wanganui District.,Not Applicable,April 2024
1 Victimisation Time and Place,Theft,December 2024,1,December 2024,"Theft, nec",Other Theft,Auckland Central East.,.,Community Location,436700,1,Monday,11,Auckland.,Not Applicable,December 2024
